date_time,from_id,from_name,from_lon,from_lat,to_id,to_name,to_lon,to_lat
2016-10-02T17:46:00,242205,Hochuferstraße,8.48751,49.50388,261606,Roche,8.468916,49.528704
2016-10-02T18:16:00,114904,Rudolf-Diesel-Str.,8.67908,49.3968,302405,Husarenweg,8.500058,49.468867
2016-10-02T18:24:00,604105,"MA Rathaus/REM",8.462821,49.488982,283005,"Feuerwache Nord",8.50861,49.51745
2016-10-02T20:11:00,233905,Einsteinstraße,8.459787,49.519372,261402,Erlöserkirche,8.4957,49.52617
2016-10-02T20:25:00,554701,"Käfertal Bahnhof",8.518189,49.50963,132802,"Steinbacher Tal",8.753788,49.422536
2016-10-02T20:39:00,256001,Hanfstraße,8.451201,49.538181,237906,"Zäher Wille",8.494686,49.521564
2016-10-02T21:34:00,344701,Marktplatz,8.809844,49.437077,235706,Lanzvilla,8.487313,49.484265
2016-10-03T00:08:00,214706,"Am Weidenschlag",8.375809,49.505728,210406,Schützenstraße,8.447742,49.47768
2016-10-03T00:27:00,385111,"Viernheim Bahnhof",8.5825,49.53534,114801,"Schönauer Abtweg",8.759832,49.42072
2016-10-03T00:59:00,130221,"Wieblingen Mitte",8.645849,49.423843,245803,Rheinstraße,8.458136,49.49089
2016-10-03T01:29:00,236201,Speckweg,8.49903,49.5206,113511,Kapellenweg,8.68708,49.42473
2016-10-03T01:53:00,247504,Wasserturm,8.47382,49.484705,259505,Schlittweg,8.543745,49.455891
2016-10-03T03:39:00,616005,"Birkenauer Straße",8.530779,49.515469,243102,Landwehrstraße,8.49032,49.50576
2016-10-03T04:11:00,258906,Kapellenplatz,8.55518,49.46278,115202,"Czernybrücke Süd",8.669158,49.405089
2016-10-03T05:34:00,252306,Carl-Benz-Stadion,8.5023,49.477822,215206,"Oggersheim Friedhof",8.367613,49.497243
2016-10-03T07:13:00,232402,Talstraße,8.525015,49.495341,231806,"Feudenheim Kreuz",8.536764,49.486011
2016-10-03T08:39:00,118602,"Rohrbacher Grenzweg",8.697096,49.396125,114902,Rudolf-Diesel-Str.,8.67906,49.39688
2016-10-03T12:54:00,249701,Markuskirche,8.475596,49.464621,263511,"Wallstadt Bahnhof",8.548714,49.498805
2016-10-03T14:19:00,233805,Dürstelschlag,8.452363,49.510751,261605,Roche,8.469127,49.528416
2016-10-03T14:24:00,299501,Hanfmarkt,8.7967,49.39473,554301,Theresienkrankenhaus,8.480702,49.489768
2016-10-03T14:50:00,130201,"Wieblingen Mitte",8.645737,49.423642,235005,Muskatormühle,8.449657,49.531585
2016-10-03T15:26:00,209605,"LU Rathaus",8.440965,49.484255,298602,"Neckargemünd Bf",8.78721,49.3941
2016-10-03T17:16:00,126202,"Baden-Badener Straße",8.682425,49.376722,752105,"Rheinallee Süd",8.455357,49.473888
2016-10-03T18:47:00,131602,Wielandtstr.,8.682043,49.417463,254506,Pfingstberg,8.529174,49.445991
2016-10-03T19:19:00,215206,"Oggersheim Friedhof",8.367613,49.497243,231106,Adolf-Damaschke-Ring,8.521015,49.493407
2016-10-03T19:34:00,252208,Neuostheim,8.523403,49.477218,241205,Gewerkschaftshaus,8.475774,49.490228
2016-10-03T20:27:00,127804,"Rohrbach Süd",8.688865,49.36548,238610,Luzenberg,8.47587,49.51646
2016-10-03T20:36:00,247205,Untermühlaustraße,8.471166,49.510791,210208,"Friesenheim Mitte",8.42025,49.497574
2016-10-03T22:26:00,554005,Franz-Sigel-Straße,8.477025,49.462982,554808,"Alte Feuerwache",8.472299,49.495806
2016-10-03T22:32:00,119403,Stadtwerke,8.6825,49.405082,146702,"Bärsbach Ort",8.767358,49.504889
2016-10-03T22:55:00,115902,Hans-Böckler-Str.,8.692703,49.405515,145708,"S-Bf West-/Südstadt",8.689382,49.398564
2016-10-03T23:09:00,600505,Akademiestraße,8.456721,49.4924,249705,Markuskirche,8.47539,49.46474
2016-10-03T23:57:00,125501,"Kurpfalzring Süd",8.640974,49.40272,114903,Rudolf-Diesel-Str.,8.67783,49.39601
2016-10-04T00:06:00,247601,Weberstraße,8.486068,49.476475,233506,"Fried. Vogesenstraße",8.578992,49.442503
2016-10-04T01:00:00,238401,Meeräckerplatz,8.471359,49.469235,261806,Föhrenweg,8.500046,49.53711
2016-10-04T01:19:00,258006,"Tilsiter Straße",8.467593,49.552377,251601,Kopernikusstraße,8.477642,49.478401
2016-10-04T02:24:00,248706,Friedrichstraße,8.494335,49.453781,256701,Sandhofen,8.449414,49.542136
2016-10-04T03:55:00,241304,Bonifatiuskirche,8.48851,49.49937,238608,Luzenberg,8.475291,49.516266
2016-10-04T03:59:00,300002,Neckarbrücke,8.791773,49.394581,124002,Schwimmbad,8.659323,49.420361
2016-10-04T04:08:00,243311,Lessingstraße,8.485588,49.489203,111701,Karl-Christ-Str.,8.76094,49.421163
2016-10-04T04:33:00,414621,"Weinheim Alt. OEG-Bf",8.665147,49.549111,240305,Dudenstraße,8.500978,49.500756
2016-10-04T04:45:00,131302,"Ziegelhausen Kirche",8.76117,49.417824,244805,Neckarvorlandstraße,8.444304,49.504465
2016-10-04T04:51:00,259505,Schlittweg,8.543745,49.455891,232505,Ziethenstraße,8.518966,49.49011
2016-10-04T05:15:00,126011,Brückenstr.,8.692092,49.41524,248301,"Dannstadter Straße",8.50896,49.44634
2016-10-04T05:25:00,113512,Kapellenweg,8.68637,49.42505,554701,"Käfertal Bahnhof",8.518189,49.50963
2016-10-04T06:17:00,411811,Händelstraße,8.655534,49.548637,248606,"Neckarau Friedhof",8.50152,49.455054
2016-10-04T06:38:00,460606,Hauptstraße,8.419972,49.445182,128801,Carl-Bosch-Museum,8.72918,49.41571
2016-10-04T06:54:00,555701,Blücherstraße,8.527329,49.487379,241806,"MA Hauptfriedhof",8.4908,49.490838
2016-10-04T07:53:00,250720,"Neckarau West",8.482298,49.455672,245605,"St. Hildegard",8.50843,49.50388
2016-10-04T08:22:00,554301,Theresienkrankenhaus,8.480702,49.489768,134001,"Villa Bosch",8.73452,49.41546
2016-10-04T08:45:00,687806,"Inden Neugärten",8.36605,49.47905,238005,Pyramidenstraße,8.464511,49.506709
2016-10-04T09:15:00,216305,Uferstraße,8.374793,49.504479,687705,"Strandbad Blies",8.41541,49.475622
2016-10-04T09:29:00,244405,Nationaltheater,8.476957,49.487779,251406,"Am Schäferstock",8.503256,49.47504
2016-10-04T09:38:00,679502,Messplatz,8.67549,49.39122,110602,Schleifengrundweg,8.757946,49.423915
2016-10-04T10:24:00,664905,"Westlich B9",8.35317,49.483778,253405,Karl-Schwaner-Straße,8.53373,49.419124
2016-10-04T10:55:00,112101,Boxbergring,8.704338,49.378254,113003,Mombertplatz,8.704279,49.369079
2016-10-04T11:34:00,236105,"Käfertal Friedhof",8.519057,49.515403,206006,BASF,8.43027,49.49586
2016-10-04T14:09:00,302702,"SAP Arena Süd",8.517126,49.462804,256707,Sandhofen,8.449525,49.541985
2016-10-04T15:56:00,112801,Forum,8.70555,49.364086,207506,Goerdelerplatz,8.431757,49.489317
2016-10-04T16:42:00,211806,"Kärntner Straße",8.403975,49.457198,236405,Kutzerweiher,8.490777,49.483026
2016-10-04T16:54:00,202705,Rüdigerstraße,8.394856,49.528354,127001,"Im Breitspiel",8.686264,49.365172
2016-10-04T17:06:00,240401,Exerzierplatz,8.497362,49.503161,242906,Luisenp./Technoseum,8.496068,49.478662
2016-10-04T17:15:00,664606,"LU Völklinger Straße",8.40443,49.48856,302605,Gerd-Dehof-Platz,8.508456,49.465666
2016-10-04T17:37:00,114504,Bierhelderhof,8.70504,49.39029,262702,Papyrus,8.459549,49.533616
2016-10-04T17:40:00,233005,Neudorfstraße,8.57594,49.440246,108801,"Im Anger",8.767063,49.411621
2016-10-04T18:00:00,252412,Schwindstraße,8.518961,49.478402,62105,"Edingen Rathaus",8.613527,49.447228
2016-10-04T18:19:00,241602,Handelshafen,8.453653,49.491848,259506,Schlittweg,8.543518,49.455858
2016-10-04T19:16:00,240305,Dudenstraße,8.500978,49.500756,213908,"Mundenheim Nord",8.431917,49.465454
2016-10-04T20:40:00,262606,"Waldhof Nord",8.48111,49.5325,121801,Ilse-Krall-Str.,8.67338,49.38626
2016-10-04T20:54:00,238610,Luzenberg,8.47587,49.51646,259801,Carl-Benz-Bad,8.5053,49.52631
2016-10-04T21:02:00,213305,Stifterstraße,8.435263,49.468673,244306,Mühldorferstraße,8.488087,49.476958
2016-10-04T21:18:00,114403,Betriebshof,8.674682,49.407427,664901,"Westlich B9",8.354283,49.483492
2016-10-04T22:24:00,233405,"Friedr. Südbahnhof",8.57257,49.438666,113901,"Alte Brücke",8.708735,49.413449
2016-10-04T23:34:00,114602,Bismarckplatz,8.692874,49.409373,252205,Neuostheim,8.52254,49.477548
2016-10-05T00:42:00,115301,"Drei Eichen",8.723647,49.380226,679402,Montpellierbrücke,8.67874,49.40079
2016-10-05T00:51:00,213906,"Mundenheim Nord",8.432754,49.465653,238906,Soldnerstraße,8.518041,49.453208
2016-10-05T01:52:00,251105,Lochgärten,8.499688,49.470157,127201,Kolbenzeil,8.68157,49.373791
2016-10-05T04:03:00,145402,"S-Bf Pfaffeng./Wbl.",8.641153,49.412015,237905,"Zäher Wille",8.494029,49.521719
2016-10-05T05:36:00,219720,Rheingönheim,8.418309,49.443452,264206,Hansastraße,8.468399,49.509244
2016-10-05T05:36:00,144202,"Abzw. Bärsbach",8.772288,49.497947,121601,Odenwaldstr.,8.669159,49.379042
2016-10-05T07:17:00,252201,Neuostheim,8.522575,49.477687,239401,Tannhäuserring,8.477707,49.452414
2016-10-05T07:19:00,114407,Betriebshof,8.674827,49.407622,640701,Heiligenbergstr.,8.69381,49.429706
2016-10-05T07:55:00,62005,"Pfälzer Hof",8.609087,49.450846,389405,"SAP Arena S-Bahnhof",8.51642,49.460299
2016-10-05T07:59:00,114609,Bismarckplatz,8.692893,49.409732,118101,Peterskirche,8.705417,49.408916
2016-10-05T08:16:00,136401,"Peterstaler Str.",8.749271,49.43475,554702,"Käfertal Bahnhof",8.518556,49.510136
2016-10-05T08:27:00,235706,Lanzvilla,8.487313,49.484265,236805,Kometenweg,8.5119,49.5234
2016-10-05T08:49:00,216502,Wilhelm-Tell-Straße,8.370006,49.490381,247305,"Verl. Jungbuschstr.",8.452177,49.494661
2016-10-05T10:07:00,554302,Theresienkrankenhaus,8.48108,49.4902,244607,"Neckarstadt West",8.459882,49.502838
2016-10-05T10:25:00,206008,BASF,8.432609,49.494946,268005,Gotenstraße,8.555257,49.499727
2016-10-05T10:43:00,240106,Kunstverein,8.487515,49.479588,126103,Stotz,8.643786,49.402613
2016-10-05T12:06:00,231520,Feudenheim,8.53739,49.48409,252706,Faltkistenwerk,8.51059,49.421346
2016-10-05T13:09:00,234446,Max-Planck-Straße,8.45699,49.51908,121801,Ilse-Krall-Str.,8.67338,49.38626
2016-10-05T13:55:00,219720,Rheingönheim,8.418309,49.443452,241304,Bonifatiuskirche,8.48851,49.49937
2016-10-05T14:14:00,220106,"Am Hüttengraben",8.353573,49.481239,239402,Tannhäuserring,8.476979,49.452186
2016-10-05T14:55:00,127702,Saarstr.,8.686615,49.386063,114405,Betriebshof,8.675556,49.407956
2016-10-05T16:34:00,212505,"Am Schwanen",8.429125,49.46292,238806,Diffenebrücke,8.472348,49.516192
2016-10-05T16:54:00,218505,"Brüsseler Ring",8.384525,49.538538,251306,Teufelsloch,8.501332,49.472778
2016-10-05T18:07:00,62901,"Neu-Ed. Gewerbegeb.",8.591368,49.454268,132602,Schweizertalstr.,8.753273,49.448227
2016-10-05T19:02:00,112802,Forum,8.705679,49.36408,209806,"Bayreuther Straße",8.419753,49.477777
2016-10-05T19:14:00,554707,"Käfertal Bahnhof",8.51818,49.50982,127303,Markscheide,8.690511,49.386113
2016-10-05T20:03:00,115302,"Drei Eichen",8.72367,49.38026,110901,Moselbrunnenweg,8.76067,49.42257
2016-10-05T21:09:00,114404,Betriebshof,8.674832,49.407513,249906,Hochschule,8.48386,49.469421
2016-10-05T21:22:00,205301,Ammoniakstraße,8.41067,49.504922,212206,"Maudach Ortseingang",8.38927,49.4551
2016-10-05T21:35:00,112201,Buchwaldweg,8.705261,49.3704,204808,Marienkrankenhaus,8.409149,49.459444
2016-10-05T22:33:00,116902,"Kohlhof Fachklinik",8.735452,49.389549,132902,Stiftsmühle,8.743805,49.417342
2016-10-05T22:56:00,132502,Rainweg,8.746769,49.430216,257406,"Haderslebener Straße",8.481033,49.54229
2016-10-05T23:03:00,65802,"Ellerstadt West",8.255178,49.462614,252510,"Rheinau Bahnhof",8.535634,49.424074
2016-10-05T23:37:00,256006,Hanfstraße,8.451229,49.538363,262805,Taunusplatz,8.48504,49.52423
2016-10-05T23:44:00,203102,"Friesenheim Ost",8.421054,49.501799,460606,Hauptstraße,8.419972,49.445182
2016-10-05T23:51:00,231806,"Feudenheim Kreuz",8.536764,49.486011,231106,Adolf-Damaschke-Ring,8.521015,49.493407
2016-10-06T00:11:00,263406,Kiesäcker,8.536477,49.498463,261605,Roche,8.469127,49.528416
2016-10-06T01:00:00,608006,"Am Salzkai",8.46081,49.49641,204808,Marienkrankenhaus,8.409149,49.459444
2016-10-06T01:01:00,114801,"Schönauer Abtweg",8.759832,49.42072,664506,"Ebertpark Süd",8.414871,49.487056
2016-10-06T01:30:00,120002,Albert-Fritz-Str.,8.67236,49.38318,262805,Taunusplatz,8.48504,49.52423
2016-10-06T03:08:00,260911,"Vogelstang West",8.53113,49.50656,344301,Steinachbrücke,8.801416,49.466984
2016-10-06T04:56:00,681006,Heuweg,8.409472,49.473308,231501,Feudenheim,8.53763,49.48404
2016-10-06T04:58:00,389405,"SAP Arena S-Bahnhof",8.51642,49.460299,120301,"S-Bf Kirchh./Rohrb.",8.675299,49.378775
2016-10-06T05:10:00,249605,"Neckarau Marktplatz",8.491998,49.45304,249901,Hochschule,8.484007,49.469975
2016-10-06T05:18:00,253905,Martinistraße,8.527095,49.443263,260606,Vogelstang,8.543965,49.512463
2016-10-06T05:30:00,266705,"Aufden Ried",8.53785,49.50258,145402,"S-Bf Pfaffeng./Wbl.",8.641153,49.412015
2016-10-06T07:35:00,132901,Stiftsmühle,8.744111,49.417569,257205,Brockenweg,8.479813,49.557229
2016-10-06T07:52:00,133301,Heiligenbergschule,8.679029,49.423316,244205,Moselstraße,8.483657,49.498804
2016-10-06T07:57:00,245301,Planetarium,8.489474,49.476617,248905,Helmertstraße,8.513884,49.454212
2016-10-06T08:55:00,246202,Schloss,8.463276,49.484592,247006,Ulmenweg,8.49323,49.50734
2016-10-06T09:23:00,242202,Hochuferstraße,8.48758,49.50325,234806,Rheinrottstraße,8.454613,49.511875
2016-10-06T09:24:00,554405,Universitätsklinikum,8.48366,49.49365,233905,Einsteinstraße,8.459787,49.519372
2016-10-06T09:36:00,554302,Theresienkrankenhaus,8.48108,49.4902,262705,Papyrus,8.460079,49.533402
2016-10-06T09:49:00,348212,"Schriesheim Süd",8.6635,49.463879,344302,Steinachbrücke,8.801389,49.467193
2016-10-06T10:32:00,299502,Hanfmarkt,8.79659,49.3948,129902,Lerchenbuckel,8.653234,49.41685
2016-10-06T11:12:00,730306,Kolpingstraße,8.482791,49.486636,248905,Helmertstraße,8.513884,49.454212
2016-10-06T11:37:00,202901,Ebertpark/Fichtestr.,8.421318,49.491477,243505,Lortzingstraße,8.467873,49.497198
2016-10-06T13:05:00,119502,Sternwarte,8.72728,49.40083,118801,"Im Neulich",8.699441,49.430053
2016-10-06T14:58:00,114602,Bismarckplatz,8.692874,49.409373,130801,Köpfel,8.742803,49.423134
2016-10-06T15:33:00,219206,Friedensstraße,8.423574,49.44959,231102,Adolf-Damaschke-Ring,8.520984,49.493641
2016-10-06T15:42:00,124001,Schwimmbad,8.659574,49.42035,119202,"St. Vinc.-Krankenhaus",8.697311,49.412085
2016-10-06T16:33:00,410512,Blumenstraße,8.638593,49.544466,249906,Hochschule,8.48386,49.469421
2016-10-06T17:12:00,116002,"HD Hauptbahnhof",8.675296,49.405114,118701,"Römerkreis Süd",8.684568,49.404414
2016-10-06T17:13:00,554505,"Mannheimer Straße",8.51283,49.508398,231601,Hölderlinstraße,8.52991,49.496471
2016-10-06T18:07:00,248706,Friedrichstraße,8.494335,49.453781,554301,Theresienkrankenhaus,8.480702,49.489768
2016-10-06T18:12:00,261201,Altrheinstraße,8.471178,49.525371,205005,Pommernstraße,8.405855,49.454255
2016-10-06T18:46:00,123601,Mönchhofschule,8.687235,49.417312,302405,Husarenweg,8.500058,49.468867
2016-10-06T19:12:00,122803,Bunsengymnasium,8.67696,49.41692,214101,Schillerschule,8.427852,49.460292
2016-10-06T19:16:00,257020,Blumenau,8.479401,49.561598,210102,Rottstraße,8.448253,49.473756
2016-10-06T19:37:00,242305,Hombuschstraße,8.460403,49.516022,258712,"Deutscher Hof",8.55702,49.47087
2016-10-06T19:52:00,248706,Friedrichstraße,8.494335,49.453781,254404,"Rheinau Karlsplatz",8.522641,49.438466
2016-10-06T20:07:00,214905,"Bexbacher Straße",8.397213,49.492064,133401,Sandwingert,8.64437,49.41897
2016-10-06T20:51:00,261705,Eschenhof,8.504224,49.535546,216006,Rheinhorststraße,8.37124,49.503305
2016-10-06T21:26:00,555306,Schönau,8.474775,49.546858,410912,"Weinheim Hauptbahnh.",8.66546,49.55121
2016-10-06T21:43:00,232805,Langlachweg,8.568925,49.447228,123312,Kußmaulstr.,8.69055,49.419003
2016-10-06T21:55:00,239705,Bgm.-Fuchs-Straße,8.46385,49.501156,254495,"Rheinau Karlsplatz",8.522798,49.438967
2016-10-06T22:20:00,212706,"Mundenheim Bahnhof",8.421978,49.461796,263007,Waldstraße,8.48856,49.52906
2016-10-06T23:26:00,210401,Schützenstraße,8.448925,49.477443,202305,Deichstraße,8.386383,49.529381
2016-10-07T00:07:00,219705,Rheingönheim,8.418998,49.443409,282905,Kirchwaldstraße,8.49112,49.53494
2016-10-07T00:28:00,116101,Hirschgasse,8.716972,49.416292,69701,"Eppelheim Rathaus",8.62883,49.401666
2016-10-07T00:29:00,425602,"Schwetzinger Terrass",8.67164,49.39946,204001,Schopenhauerstraße,8.426915,49.496743
2016-10-07T02:18:00,555805,"Antwerpener Straße",8.505135,49.417675,414613,"Weinheim Alt. OEG-Bf",8.66504,49.54923
2016-10-07T02:36:00,299902,Melacpass,8.78147,49.392871,145701,"S-Bf West-/Südstadt",8.689376,49.398224
2016-10-07T02:57:00,232406,Talstraße,8.524839,49.495178,220105,"Am Hüttengraben",8.35398,49.481371
2016-10-07T03:42:00,258805,Hochstätt,8.539355,49.453211,299701,"Kümmelbacher Hof",8.776765,49.392932
2016-10-07T04:04:00,555302,Schönau,8.47426,49.54725,210101,Rottstraße,8.448263,49.474054
2016-10-07T04:27:00,248302,"Dannstadter Straße",8.509332,49.446039,600705,Verbindungskanal,8.451679,49.500889
2016-10-07T04:50:00,111701,Karl-Christ-Str.,8.76094,49.421163,218905,"Rheingönheim Bahnhof",8.40941,49.44679
2016-10-07T06:52:00,133301,Heiligenbergschule,8.679029,49.423316,555606,"Sonderburger Straße",8.481022,49.535337
2016-10-07T08:15:00,132401,"Neuer Weg",8.752939,49.417451,188601,Georgi-Marktplatz,8.68888,49.3492
2016-10-07T09:11:00,214906,"Bexbacher Straße",8.398313,49.492066,615906,Holländerstraße,8.509025,49.428139
2016-10-07T09:48:00,212305,"Maudacher Bruch",8.398117,49.456808,239401,Tannhäuserring,8.477707,49.452414
2016-10-07T10:24:00,209601,"LU Rathaus",8.443214,49.485088,188601,Georgi-Marktplatz,8.68888,49.3492
2016-10-07T10:26:00,115902,Hans-Böckler-Str.,8.692703,49.405515,202305,Deichstraße,8.386383,49.529381
2016-10-07T11:48:00,299862,"Letzter Heller",8.8008,49.393838,302612,Gerd-Dehof-Platz,8.510041,49.465625
2016-10-07T12:42:00,221964,"BASF Süd",8.435993,49.493145,126704,"Freiburger Str.",8.686339,49.374008
2016-10-07T12:58:00,133702,"Chirurgische Klinik",8.67334,49.41376,250405,Strandbad,8.452871,49.447683
2016-10-07T13:06:00,254807,"Rotterdamer S. Süd",8.514587,49.421403,263402,Kiesäcker,8.536587,49.498917
2016-10-07T13:27:00,640502,Bachlenz,8.687984,49.430358,234445,Max-Planck-Straße,8.45688,49.51921
2016-10-07T13:31:00,261606,Roche,8.468916,49.528704,242901,Luisenp./Technoseum,8.495746,49.478978
